x,y
0.0,0.01831563888873418
0.020202020202020204,0.02149325046781771
0.04040404040404041,0.025139935971731368
0.06060606060606061,0.02930949091255603
0.08080808080808081,0.03405919845899035
0.10101010101010102,0.03944960067913143
0.12121212121212122,0.04554417505850872
0.14141414141414144,0.0524089077824527
0.16161616161616163,0.06011175644456188
0.18181818181818182,0.06872199640635963
0.20202020202020204,0.07830944699895491
0.22222222222222224,0.0889435761251494
0.24242424242424243,0.10069248457540192
0.26262626262626265,0.11362177448319416
0.2828282828282829,0.12779330976774833
0.30303030303030304,0.14326388008055466
0.32323232323232326,0.16008378360540193
0.3434343434343435,0.17829534796176497
0.36363636363636365,0.1979314123158873
0.38383838383838387,0.21901379748762848
0.4040404040404041,0.24155179421987544
0.42424242424242425,0.2655407027114923
0.4444444444444445,0.29096045886431016
0.4646464646464647,0.31777438432401894
0.48484848484848486,0.34592809817873915
0.5050505050505051,0.3753486280082055
0.5252525252525253,0.40594375676323063
0.5454545454545455,0.4376016396389108
0.5656565656565657,0.4701907216571247
0.5858585858585859,0.503559982101402
0.6060606060606061,0.5375395262959042
0.6262626262626263,0.5719415385759608
0.6464646464646465,0.6065616027863565
0.6666666666666667,0.6411803884299547
0.686868686868687,0.6755656918730524
0.7070707070707072,0.7094748130252463
0.7272727272727273,0.7426572389044386
0.7474747474747475,0.7748575967418178
0.7676767676767677,0.8058188310540526
0.787878787878788,0.8352855516845784
0.8080808080808082,0.8630074934538061
0.8282828282828284,0.8887430229972801
0.8484848484848485,0.9122626248163155
0.8686868686868687,0.9333522966808301
0.888888888888889,0.9518167844230894
0.9090909090909092,0.9674825879029632
0.9292929292929294,0.9802006735101497
0.9494949494949496,0.9898488339361308
0.9696969696969697,0.9963336429779631
0.98989898989899,0.9995919616500571
1.0101010101010102,0.9995919616500571
1.0303030303030305,0.996333642977963
1.0505050505050506,0.9898488339361307
1.0707070707070707,0.9802006735101496
1.090909090909091,0.967482587902963
1.1111111111111112,0.9518167844230893
1.1313131313131315,0.9333522966808299
1.1515151515151516,0.9122626248163154
1.1717171717171717,0.88874302299728
1.191919191919192,0.8630074934538058
1.2121212121212122,0.8352855516845782
1.2323232323232325,0.8058188310540523
1.2525252525252526,0.7748575967418175
1.272727272727273,0.7426572389044382
1.292929292929293,0.709474813025246
1.3131313131313131,0.6755656918730522
1.3333333333333335,0.6411803884299543
1.3535353535353536,0.6065616027863563
1.373737373737374,0.5719415385759603
1.393939393939394,0.5375395262959041
1.4141414141414144,0.5035599821014015
1.4343434343434345,0.4701907216571244
1.4545454545454546,0.43760163963891063
1.474747474747475,0.4059437567632303
1.494949494949495,0.37534862800820534
1.5151515151515154,0.3459280981787388
1.5353535353535355,0.3177743843240186
1.5555555555555556,0.29096045886431016
1.575757575757576,0.2655407027114921
1.595959595959596,0.24155179421987527
1.6161616161616164,0.21901379748762823
1.6363636363636365,0.19793141231588715
1.6565656565656568,0.17829534796176477
1.676767676767677,0.16008378360540176
1.696969696969697,0.14326388008055466
1.7171717171717173,0.12779330976774814
1.7373737373737375,0.1136217744831941
1.7575757575757578,0.10069248457540178
1.777777777777778,0.08894357612514932
1.7979797979797982,0.07830944699895477
1.8181818181818183,0.06872199640635954
1.8383838383838385,0.06011175644456183
1.8585858585858588,0.05240890778245261
1.878787878787879,0.045544175058508676
1.8989898989898992,0.039449600679131364
1.9191919191919193,0.034059198458990324
1.9393939393939394,0.02930949091255603
1.9595959595959598,0.025139935971731323
1.97979797979798,0.02149325046781769
2.0,0.01831563888873418
